Random Generator,bet,02-2015,04-2015,06-2015,08-2015,10-2015,12-2015,02-2016,04-2016,06-2016,08-2016,10-2016,12-2016,02-2017,04-2017,06-2017,08-2017,10-2017,12-2017,02-2018,04-2018,06-2018,08-2018,10-2018,12-2018,02-2019,04-2019,06-2019,08-2019,10-2019,12-2019
3397,0.22014148221351199,0.3958333333333333,0.42916666666666664,0.4353448275862069,0.5,0.45021645021645024,0.39737991266375544,0.3568281938325991,0.32158590308370044,0.24778761061946902,0.22123893805309736,0.2017167381974249,0.18143459915611815,0.1518987341772152,0.12340425531914893,0.11538461538461539,0.09745762711864407,0.1271186440677966,0.12446351931330472,0.1276595744680851,0.12987012987012986,0.11688311688311688,0.12446351931330472,0.13983050847457626,0.15319148936170213,0.13793103448275862,0.1059322033898305,0.10970464135021098,0.09787234042553192,0.10300429184549356,0.09401709401709402
1032,0.19220617901883102,0.33482142857142855,0.336283185840708,0.31555555555555553,0.32589285714285715,0.33482142857142855,0.3515981735159817,0.36818181818181817,0.3257918552036199,0.2681818181818182,0.25112107623318386,0.22869955156950672,0.19469026548672566,0.18584070796460178,0.168141592920354,0.10300429184549356,0.06926406926406926,0.08085106382978724,0.07172995780590717,0.07468879668049792,0.0625,0.05439330543933055,0.03418803418803419,0.0641025641025641,0.06722689075630252,0.09745762711864407,0.09465020576131687,0.11570247933884298,0.13333333333333333,0.12955465587044535,0.12601626016260162
5775,0.16717686951742497,0.3944223107569721,0.40160642570281124,0.4105691056910569,0.4024896265560166,0.4049586776859504,0.3807531380753138,0.3512396694214876,0.3155737704918033,0.24691358024691357,0.1825726141078838,0.16393442622950818,0.13580246913580246,0.12048192771084337,0.10040160642570281,0.09274193548387097,0.0846774193548387,0.09016393442622951,0.08677685950413223,0.07053941908713693,0.07468879668049792,0.06276150627615062,0.0625,0.05416666666666667,0.06224066390041494,0.06224066390041494,0.07723577235772358,0.06772908366533864,0.07661290322580645,0.07723577235772358,0.09917355371900827
2649,0.113544790208107,0.2336448598130841,0.21634615384615385,0.20095693779904306,0.2037914691943128,0.19523809523809524,0.19617224880382775,0.18840579710144928,0.15865384615384615,0.14354066985645933,0.13425925925925927,0.1187214611872146,0.12162162162162163,0.10599078341013825,0.09389671361502347,0.08095238095238096,0.07142857142857142,0.08133971291866028,0.08450704225352113,0.09302325581395349,0.0684931506849315,0.05855855855855856,0.0639269406392694,0.0639269406392694,0.05581395348837209,0.052132701421800945,0.037037037037037035,0.018518518518518517,0.018957345971563982,0.018779342723004695,0.023474178403755867
3200,0.161584710126044,0.36885245901639346,0.35537190082644626,0.3050847457627119,0.3360995850622407,0.35772357723577236,0.3795918367346939,0.35080645161290325,0.3373493975903614,0.3046875,0.2845849802371542,0.25691699604743085,0.25196850393700787,0.20967741935483872,0.19183673469387755,0.17338709677419356,0.1673469387755102,0.16115702479338842,0.13333333333333333,0.11666666666666667,0.07818930041152264,0.06584362139917696,0.05439330543933055,0.058823529411764705,0.04918032786885246,0.04897959183673469,0.044715447154471545,0.04149377593360996,0.04564315352697095,0.04979253112033195,0.0423728813559322
1989,0.217606808588607,0.4475806451612903,0.44129554655870445,0.44308943089430897,0.46987951807228917,0.472,0.448,0.41568627450980394,0.3715415019762846,0.3031496062992126,0.2608695652173913,0.23904382470119523,0.20784313725490197,0.203125,0.17254901960784313,0.12301587301587301,0.12,0.10317460317460317,0.10588235294117647,0.09486166007905138,0.09055118110236221,0.09486166007905138,0.0992063492063492,0.1111111111111111,0.12156862745098039,0.11507936507936507,0.1388888888888889,0.16015625,0.16412213740458015,0.16541353383458646,0.18045112781954886
945,0.15570015573757698,0.27350427350427353,0.2680851063829787,0.28085106382978725,0.3813559322033898,0.3958333333333333,0.4190871369294606,0.40425531914893614,0.3601694915254237,0.33617021276595743,0.3206751054852321,0.31092436974789917,0.2916666666666667,0.23045267489711935,0.1908713692946058,0.1308016877637131,0.13733905579399142,0.12017167381974249,0.10638297872340426,0.08368200836820083,0.05416666666666667,0.07377049180327869,0.05371900826446281,0.05394190871369295,0.06639004149377593,0.07296137339055794,0.06437768240343347,0.06060606060606061,0.05150214592274678,0.0391304347826087,0.039647577092511016
7247,0.113607341062743,0.32270916334661354,0.3107569721115538,0.30158730158730157,0.3125,0.3269230769230769,0.36153846153846153,0.3557312252964427,0.3127413127413127,0.26053639846743293,0.20149253731343283,0.19245283018867926,0.15471698113207547,0.12547528517110265,0.078125,0.06201550387596899,0.06324110671936758,0.0694980694980695,0.050387596899224806,0.038461538461538464,0.04230769230769231,0.034482758620689655,0.03065134099616858,0.03076923076923077,0.03515625,0.032,0.036290322580645164,0.02880658436213992,0.025210084033613446,0.012448132780082987,0.008333333333333333
700,0.22203039044979997,0.4708333333333333,0.49583333333333335,0.4476987447698745,0.42386831275720166,0.42105263157894735,0.4314516129032258,0.34274193548387094,0.28225806451612906,0.21224489795918366,0.19591836734693877,0.16326530612244897,0.14919354838709678,0.12704918032786885,0.09053497942386832,0.0954356846473029,0.1346938775510204,0.14583333333333334,0.15611814345991562,0.11885245901639344,0.10655737704918032,0.07818930041152264,0.058577405857740586,0.05042016806722689,0.03305785123966942,0.029288702928870293,0.025,0.01694915254237288,0.02100840336134454,0.024896265560165973,0.04583333333333333
2206,0.193282338936115,0.4711111111111111,0.42731277533039647,0.44396551724137934,0.4872881355932203,0.5,0.5358649789029536,0.48333333333333334,0.4204081632653061,0.35772357723577236,0.30327868852459017,0.28225806451612906,0.27346938775510204,0.21951219512195122,0.21311475409836064,0.19834710743801653,0.1951219512195122,0.1991869918699187,0.22088353413654618,0.20392156862745098,0.171875,0.15625,0.15234375,0.1417624521072797,0.1821705426356589,0.2109375,0.18702290076335878,0.20152091254752852,0.20075757575757575,0.21292775665399238,0.24334600760456274
5583,0.14090738844242903,0.3991031390134529,0.40969162995594716,0.40444444444444444,0.3672566371681416,0.37777777777777777,0.33183856502242154,0.36199095022624433,0.32286995515695066,0.2972972972972973,0.2579185520361991,0.27111111111111114,0.2683982683982684,0.21367521367521367,0.19491525423728814,0.18143459915611815,0.16666666666666666,0.1728395061728395,0.1721311475409836,0.16260162601626016,0.1557377049180328,0.15481171548117154,0.11864406779661017,0.13247863247863248,0.1206896551724138,0.11688311688311688,0.12608695652173912,0.12446351931330472,0.1111111111111111,0.11965811965811966,0.10822510822510822
7493,0.107004953577416,0.3426294820717131,0.3386454183266932,0.3319838056680162,0.33067729083665337,0.321285140562249,0.2926829268292683,0.27049180327868855,0.250996015936255,0.20242914979757085,0.19433198380566802,0.16326530612244897,0.14979757085020243,0.1214574898785425,0.09716599190283401,0.07692307692307693,0.061224489795918366,0.05263157894736842,0.04897959183673469,0.03643724696356275,0.02040816326530612,0.016666666666666666,0.03305785123966942,0.03225806451612903,0.048,0.05241935483870968,0.05928853754940711,0.0625,0.06589147286821706,0.0796812749003984,0.07723577235772358
9161,0.133917545847362,0.5303643724696356,0.5483870967741935,0.532,0.5238095238095238,0.5201612903225806,0.491869918699187,0.43548387096774194,0.39759036144578314,0.38645418326693226,0.33203125,0.3193916349809886,0.2883895131086142,0.241635687732342,0.20973782771535582,0.18045112781954886,0.1509433962264151,0.13307984790874525,0.12830188679245283,0.11026615969581749,0.08679245283018867,0.06716417910447761,0.043795620437956206,0.03272727272727273,0.042704626334519574,0.03597122302158273,0.028268551236749116,0.038461538461538464,0.034722222222222224,0.04152249134948097,0.041666666666666664
289,0.19184162875171804,0.5106382978723404,0.5043103448275862,0.4978723404255319,0.45652173913043476,0.4391304347826087,0.42358078602620086,0.3391304347826087,0.2875536480686695,0.23605150214592274,0.1888412017167382,0.15546218487394958,0.12295081967213115,0.11020408163265306,0.10204081632653061,0.10080645161290322,0.125,0.13414634146341464,0.14344262295081966,0.14979757085020243,0.15040650406504066,0.16,0.17786561264822134,0.16666666666666666,0.15748031496062992,0.15789473684210525,0.13877551020408163,0.12195121951219512,0.11522633744855967,0.09016393442622951,0.06995884773662552
5371,0.22247144339489702,0.503968253968254,0.4820717131474104,0.4959677419354839,0.49193548387096775,0.46,0.46963562753036436,0.3729508196721312,0.2938775510204082,0.2804878048780488,0.2570281124497992,0.2880658436213992,0.24180327868852458,0.19008264462809918,0.16115702479338842,0.164,0.1752988047808765,0.16996047430830039,0.16796875,0.14960629921259844,0.13409961685823754,0.13076923076923078,0.15503875968992248,0.17829457364341086,0.20532319391634982,0.21235521235521235,0.2222222222222222,0.22007722007722008,0.22014925373134328,0.23684210526315788,0.2631578947368421
4948,0.129334979411215,0.33183856502242154,0.30275229357798167,0.2626728110599078,0.23529411764705882,0.25,0.24324324324324326,0.2186046511627907,0.2119815668202765,0.19626168224299065,0.18834080717488788,0.2026431718061674,0.18584070796460178,0.1615720524017467,0.16299559471365638,0.1572052401746725,0.1415929203539823,0.125,0.1091703056768559,0.08771929824561403,0.07627118644067797,0.05603448275862069,0.04680851063829787,0.05106382978723404,0.05063291139240506,0.03463203463203463,0.030042918454935622,0.029914529914529916,0.034482758620689655,0.034782608695652174,0.043859649122807015
2456,0.17007285248255402,0.4497816593886463,0.4868421052631579,0.4889867841409692,0.4956521739130435,0.45689655172413796,0.4652173913043478,0.3938053097345133,0.34210526315789475,0.2554112554112554,0.251063829787234,0.21610169491525424,0.2217573221757322,0.17695473251028807,0.1728395061728395,0.1728395061728395,0.14814814814814814,0.14522821576763487,0.1322314049586777,0.11740890688259109,0.13807531380753138,0.125,0.14344262295081966,0.15352697095435686,0.16326530612244897,0.16597510373443983,0.1728395061728395,0.18518518518518517,0.19262295081967212,0.1951219512195122,0.2231404958677686
9073,0.206852974015055,0.47058823529411764,0.5020576131687243,0.49173553719008267,0.4426229508196721,0.4489795918367347,0.5020576131687243,0.46473029045643155,0.3975409836065574,0.33739837398373984,0.2886178861788618,0.2971887550200803,0.26953125,0.25396825396825395,0.224,0.19123505976095617,0.204,0.18,0.172,0.15447154471544716,0.16141732283464566,0.19367588932806323,0.2217741935483871,0.23387096774193547,0.2693877551020408,0.23983739837398374,0.205761316872428,0.1991701244813278,0.15637860082304528,0.12955465587044535,0.128
6126,0.171140311390627,0.41125541125541126,0.3722943722943723,0.3624454148471616,0.3776824034334764,0.3722943722943723,0.38095238095238093,0.34763948497854075,0.28695652173913044,0.2576419213973799,0.21888412017167383,0.18220338983050846,0.1694915254237288,0.12916666666666668,0.10743801652892562,0.10504201680672269,0.09361702127659574,0.1072961373390558,0.1282051282051282,0.14163090128755365,0.1459227467811159,0.12658227848101267,0.1308016877637131,0.10638297872340426,0.08823529411764706,0.0875,0.08641975308641975,0.08097165991902834,0.04938271604938271,0.037815126050420166,0.04219409282700422
1856,0.0570884662563913,0.07894736842105263,0.08260869565217391,0.07391304347826087,0.06086956521739131,0.06493506493506493,0.06837606837606838,0.05907172995780591,0.05106382978723404,0.05627705627705628,0.05555555555555555,0.06060606060606061,0.05508474576271186,0.042735042735042736,0.03862660944206009,0.02564102564102564,0.030303030303030304,0.02564102564102564,0.034482758620689655,0.03389830508474576,0.021551724137931036,0.01694915254237288,0.01293103448275862,0.012552301255230125,0.02092050209205021,0.01276595744680851,0.012448132780082987,0.012345679012345678,0.012244897959183673,0.012096774193548387,0.008264462809917356
