"Population","shapeRisk","v_to_h","aImp","aImp_2000","aImp_2001","aImp_2002","aImp_2003","aImp_2004","aImp_2005","aImp_2006","aImp_2007","aImp_2008","aImp_2009","aImp_2010","aImp_2011","aImp_2012","aImp_2013","aImp_2014","aImp_2015","aImp_2016","aImp_2017","aImp_2018","aImp_2019","aImp_2020"
586,0.785541,4.80379,0.00015373,0.000153679786179474,0.000153679786179474,0.000153569632404034,0.000153302989834728,0.000153302989834728,0.00015329378791503,0.000152388290835941,0.000151864948241519,0.000151809378795989,0.000151606695758758,0.000151446570785164,0.000150675586251916,0.000150327059857438,0.000149961802548345,0.000149458365452738,0.000146281171646149,0.000142876376461089,0.00013910926333811,0.000135508514833394,0.000132187331991611,0
401,0.591536,20.9376,0.000215541,0.000215470596454238,0.000215470596454238,0.000215316152592194,0.000214942299694056,0.000214942299694056,0.000214929397911881,0.000213659823034343,0.000212926057431375,0.000212848144897328,0.000212563968064389,0.000212339460831361,0.000211258482640501,0.000210769822472725,0.000210257704306726,0.000209551847707335,0.000205097183489121,0.000200323405053013,0.000195041629669938,0.000189993109970107,0.000185336562315773,0
423,0.15552,18.4432,0.000233974,0.000233897575564667,0.000233897575564667,0.000233729923711062,0.000233324099028106,0.000233324099028106,0.00023331009388949,0.000231931945359061,0.0002311354283475,0.000231050852757514,0.000230742373209261,0.000230498666186743,0.000229325243073608,0.00022879479283864,0.000228238878484659,0.000227472657246074,0.000222637031514578,0.000217455001015462,0.00021172152982678,0.000206241262275603,0.000201186488098648,0
443,0.108514,11.4535,0.000199513,0.000199447831783162,0.000199447831783162,0.000199304872632708,0.000198958820079986,0.000198958820079986,0.000198946877696555,0.00019777171059358,0.00019709250906466,0.000197020390240838,0.000196757345286653,0.000196549532798156,0.000195548938007406,0.000195096615451356,0.000194622579274234,0.000193969211387316,0.000189845803672921,0.000185427011623504,0.000180537998155053,0.000175864895075488,0.000171554616325,0
372,0.144829,23.4085,6.94684e-05,6.94457090888583e-05,6.94457090888583e-05,6.93959321648112e-05,6.92754401810632e-05,6.92754401810632e-05,6.92712819644603e-05,6.88621007162394e-05,6.8625609643018e-05,6.86004986011271e-05,6.85089090200203e-05,6.84365508224296e-05,6.80881538800663e-05,6.7930659760622e-05,6.77656051788817e-05,6.75381091173941e-05,6.61023804357207e-05,6.45638019290285e-05,6.28614971006125e-05,6.12343700764465e-05,5.97335747981918e-05,0
429,0.112233,14.3179,0.000163067,0.000163013736374997,0.000163013736374997,0.000162896892260643,0.000162614054793337,0.000162614054793337,0.000162604293982568,0.000161643800310573,0.000161088671794053,0.000161029727262899,0.000160814733996575,0.000160644883615588,0.000159827072291297,0.000159457377673667,0.000159069935966637,0.000158535921936393,0.000155165756955849,0.000151554166918497,0.000147558253071981,0.0001437388082244,0.000140215908839368,0
439,0.0370174,12.915,0.000224534,0.000224460659012698,0.000224460659012698,0.000224299771301681,0.000223910320168808,0.000223910320168808,0.000223896880086602,0.000222574334837424,0.000221809954390563,0.000221728791118055,0.000221432757597717,0.000221198883267261,0.000220072803509319,0.000219563755012228,0.000219030269780721,0.000218294962782574,0.000213654436963484,0.000208681482549367,0.000203179336072069,0.000197920177386334,0.000193069344964577,0
412,0.334564,32.7358,0.000100905,0.000100872040749625,0.000100872040749625,0.000100799738227601,0.000100624719893796,0.000100624719893796,0.000100618679955546,0.000100024331534513,9.9680820934824e-05,9.96443463696692e-05,9.95113096697944e-05,9.94062071493982e-05,9.89001498129809e-05,9.86713847324187e-05,9.84316378464893e-05,9.81011927796041e-05,9.60157524553091e-05,9.37809195785223e-05,9.13082691545696e-05,8.894481681691e-05,8.67648652482501e-05,0
423,0.165276,14.4256,4.11047e-05,4.10912737069631e-05,4.10912737069631e-05,4.1061820523503e-05,4.09905249870524e-05,4.09905249870524e-05,4.09880645554605e-05,4.07459505517732e-05,4.06060179404357e-05,4.05911596474044e-05,4.05369657656607e-05,4.04941511621215e-05,4.02880034489633e-05,4.01948136168738e-05,4.00971502322837e-05,3.99625400014647e-05,3.91130142207992e-05,3.8202631831914e-05,3.7195371994627e-05,3.6232595132194e-05,3.5344569214308e-05,0
401,0.110079,17.3215,5.48622e-05,5.48442800060857e-05,5.48442800060857e-05,5.48049690163053e-05,5.4709811285441e-05,5.4709811285441e-05,5.4706527361946e-05,5.43833792330681e-05,5.41966120042664e-05,5.41767807284284e-05,5.41044484749635e-05,5.40473040768219e-05,5.37721599432112e-05,5.36477800254388e-05,5.35174292836001e-05,5.33377658046003e-05,5.22039087691756e-05,5.09888267786612e-05,4.96444430306905e-05,4.83594304461888e-05,4.71741875053025e-05,0
