"Population","shapeRisk","v_to_h","aImp","aImp_2000","aImp_2001","aImp_2002","aImp_2003","aImp_2004","aImp_2005","aImp_2006","aImp_2007","aImp_2008","aImp_2009","aImp_2010","aImp_2011","aImp_2012","aImp_2013","aImp_2014","aImp_2015","aImp_2016","aImp_2017","aImp_2018","aImp_2019","aImp_2020"
643,0.423172,14.1388,0.000208183,0.042052966,0.0420450465994634,0.0420450465994634,0.0419953629387462,0.0419241483508822,0.0419241483508822,0.0418233173899421,0.0417632636674448,0.0416365013711356,0.0416365013711356,0.0414873370166024,0.0414110238548131,0.0412366486860189,0.040352168993417,0.0393296210207891,0.0383747078348451,0.0373602712900415,0.0366168593837888,0.0352328565973911,0.0338030090440633,0
654,0.0978732,14.6363,3.88111e-05,0.0078398422,0.00783836580353071,0.00783836580353071,0.00782910338765399,0.00781582700826159,0.00781582700826159,0.00779702931340591,0.00778583362966028,0.00776220161283718,0.00776220161283718,0.00773439322944264,0.00772016633409806,0.00768765795390569,0.00752276634509258,0.00733213496971389,0.00715411259924661,0.00696499341956321,0.00682640076869949,0.00656838416531131,0.0063018208225938,0
296,0.698773,30.8947,0.000116647,0.023562694,0.0235582566813217,0.0235582566813217,0.023530418433378,0.0234905161933748,0.0234905161933748,0.0234340196057535,0.023400370909327,0.0233293447372689,0.0233293447372689,0.0232457664697676,0.0232030074482181,0.0231053033114041,0.0226097205659209,0.0220367767935518,0.0215017294630742,0.0209333306041774,0.020516789538727,0.0197413190487017,0.0189401612810021,0
290,0.0683999,16.7148,8.76284e-05,0.0177009368,0.0176976033654833,0.0176976033654833,0.0176766905162363,0.0176467148679308,0.0176467148679308,0.0176042730942142,0.0175789952779829,0.0175256384851329,0.0175256384851329,0.0174628522166826,0.0174307304763554,0.0173573324705569,0.0169850372288935,0.0165546262790819,0.016152684167463,0.0157256874803047,0.0154127704991589,0.0148302159689255,0.0142283644568327,0
416,0.813564,57.6033,6.69217e-05,0.0135181834,0.0135156376602091,0.0135156376602091,0.0134996665432715,0.0134767741779743,0.0134767741779743,0.0134443614482186,0.0134250568114286,0.0133843082951477,0.0133843082951477,0.0133363585000887,0.013311827166986,0.0132557732013236,0.0129714517886992,0.0126427474821044,0.0123357847917993,0.0120096879533428,0.0117707136443614,0.0113258174747872,0.0108661842241878,0
409,0.811949,68.2872,4.53084e-05,0.0091522968,0.00915057324251801,0.00915057324251801,0.00913976022141043,0.00912426126600688,0.00912426126600688,0.00910231668114329,0.00908924674709297,0.00906165853467364,0.00906165853467364,0.00902919479728426,0.00901258620167551,0.00897463564904732,0.00878213981747471,0.00855959516895386,0.00835177037733291,0.00813099107860736,0.0079691968686418,0.00766798614611776,0.00735679788922265,0
444,0.150808,20.6056,0.000159662,0.032251724,0.0322456503660891,0.0322456503660891,0.032207546425626,0.0321529297493001,0.0321529297493001,0.0320755993578387,0.0320295422953438,0.0319323243584647,0.0319323243584647,0.0318179255882794,0.0317593986574656,0.0316256649318491,0.0309473300213127,0.0301631062643022,0.0294307537230564,0.0286527508716399,0.0280826052220137,0.0270211705569266,0.0259245761180943,0
437,0.418943,26.5154,0.000238014,0.048078828,0.0480697738111406,0.0480697738111406,0.0480129708693925,0.0479315517865862,0.0479315517865862,0.0478162725354601,0.0477476135829688,0.0476026872383887,0.0476026872383887,0.0474321487953848,0.0473449005527804,0.0471455387824851,0.0461343200491835,0.0449652489283087,0.0438735041314749,0.0427137067427597,0.0418637697092131,0.040281450119229,0.0386467165648189,0
469,0.342662,24.4044,0.000172087,0.034761574,0.0347550277119739,0.0347550277119739,0.0347139584982444,0.0346550915168782,0.0346550915168782,0.034571743224389,0.0345221019715326,0.0344173184719916,0.0344173184719916,0.0342940171155957,0.0342309355812109,0.0340867946106595,0.0333556712391029,0.0325104186826231,0.0317210739934336,0.0308825264574407,0.030268011704981,0.029123975508448,0.0279420433818598,0
479,0.313223,25.8343,0.000226503,0.045753606,0.0457449896961724,0.0457449896961724,0.0456909338981321,0.045613452462112,0.045613452462112,0.0455037484269804,0.0454384100069038,0.0453004926918449,0.0453004926918449,0.0451382019486293,0.0450551732667256,0.0448654531701884,0.0439031397064887,0.0427906080230941,0.0417516629538239,0.04064795649985,0.0398391247172263,0.0383333303770186,0.0367776569532934,0
694,0.985198,51.0617,8.82282e-05,0.0178220964,0.0178187401487479,0.0178187401487479,0.0177976841549612,0.0177675033289524,0.0177675033289524,0.0177247710492369,0.0176993202110838,0.0176455982009714,0.0176455982009714,0.0175823821722629,0.0175500405646341,0.0174761401632209,0.0171012966302964,0.0166679395980766,0.0162632462679195,0.015833326868342,0.0155182680290168,0.014931726022038,0.01432575494897,0
774,0.414715,38.4411,0.000108538,0.021924676,0.0219205471523254,0.0219205471523254,0.0218946441479162,0.0218575158092066,0.0218575158092066,0.0218049467193264,0.0217736371938973,0.0217075485789921,0.0217075485789921,0.0216297804580969,0.0215899939339605,0.0214990819379254,0.0210379508327169,0.020504836640621,0.020006984427059,0.019478099197718,0.0190905149978513,0.0183689532256122,0.0176234898893019,0
795,0.787012,52.2104,8.19597e-05,0.0165558594,0.0165527416060775,0.0165527416060775,0.016533181613536,0.0165051450963518,0.0165051450963518,0.0164654488900844,0.0164418063012094,0.0163919011707386,0.0163919011707386,0.0163331765594675,0.016303132781415,0.0162344829083619,0.0158862715257719,0.0154837039526646,0.0151077635624982,0.0147083893826605,0.0144157150681733,0.0138708461155099,0.0133079285068844,0
804,0.291242,19.389,0.00021659,0.04375118,0.0437429407923691,0.0437429407923691,0.0436912507692897,0.0436171603412266,0.0436171603412266,0.0435122575497882,0.0434497786934181,0.0433178973882318,0.0433178973882318,0.0431627093683246,0.04308331447195,0.0429018975560196,0.0419817001497922,0.0409178588880586,0.0399243836910272,0.0388689814188002,0.0380955485026866,0.0366556558913501,0.0351680671757717,0
793,0.804808,47.7797,7.79894e-05,0.0157538588,0.0157508920385631,0.0157508920385631,0.0157322795731402,0.0157056012037308,0.0157056012037308,0.0156678279650651,0.0156453306728495,0.0155978430517095,0.0155978430517095,0.0155419631839421,0.0155133747895965,0.0154480504605727,0.0151167071686699,0.0147336408142775,0.0143759117661618,0.0139958841103623,0.0137173875543443,0.0131989131980833,0.0126632645006608,0
843,0.0566879,15.5458,0.00012084,0.02440968,0.0244050831772006,0.0244050831772006,0.0243762442539405,0.0243349076856449,0.0243349076856449,0.0242763802683245,0.024241522033855,0.0241679427507915,0.0241679427507915,0.0240813601739154,0.0240370641340341,0.0239358479185069,0.023422450926178,0.0228289120828894,0.0222746319092466,0.0216858013511603,0.021254287275796,0.0204509416774124,0.0196209854449432,0
567,0.0653357,12.2109,0.00016061,0.03244322,0.0324371103036262,0.0324371103036262,0.0323987801193759,0.0323438391541826,0.0323438391541826,0.032266049610192,0.0322197190819054,0.0321219239093399,0.0321219239093399,0.0320068458915306,0.031947971454545,0.0318134436791741,0.0311310811258975,0.0303422010065612,0.0296055000905669,0.0288228778137195,0.0282493468997484,0.0271816099206322,0.0260785044051004,0
653,0.433328,37.8274,8.40219e-05,0.0169724238,0.0169692275588086,0.0169692275588086,0.0169491754144336,0.0169204334663397,0.0169204334663397,0.01687973845802,0.0168555009945081,0.0168043401937498,0.0168043401937498,0.0167441380039449,0.0167133382899983,0.0166429611074478,0.0162859883273273,0.0158732916926293,0.0154878922113169,0.0150784693193236,0.0147784309835998,0.0142198525035201,0.0136427712426057,0
421,0.249027,38.5901,9.22569e-05,0.0186358938,0.0186323842946928,0.0186323842946928,0.0186103668364065,0.0185788078853341,0.0185788078853341,0.0185341243526712,0.0185075113714428,0.0184513362923328,0.0184513362923328,0.0183852336761743,0.0183514152772854,0.0182741404156976,0.0178821806756977,0.0174290355771261,0.0170058630303556,0.0165563125345404,0.0162268673930353,0.0156135425458364,0.0149799014572623,0
408,0.515869,32.6289,0.000193411,0.039069022,0.0390616645348026,0.0390616645348026,0.0390155062677828,0.03894934483936,0.03894934483936,0.038855668520994,0.038799876018619,0.0386821083695245,0.0386821083695245,0.0385435282406252,0.0384726300167797,0.0383106279523861,0.0374889081105844,0.036538916872424,0.0356517612727515,0.0347093059014339,0.0340186441269363,0.0327328457528137,0.0314044556098304,0
345,0.514488,50.0185,9.55598e-05,0.0193030796,0.0192994444504854,0.0192994444504854,0.0192766387426159,0.019243949945868,0.019243949945868,0.0191976666928586,0.0191701009371961,0.0191119147275495,0.0191119147275495,0.0190434455639467,0.0190084164286285,0.0189283750407393,0.0185223827045298,0.0180530145056148,0.0176146919093117,0.0171490470039442,0.0168078073586363,0.0161725247972955,0.0155161986504608,0
367,0.349315,26.5003,0.000198028,0.040001656,0.0399941229014787,0.0399941229014787,0.0399468627699381,0.0398791219726322,0.0398791219726322,0.0397832094652083,0.0397260851151956,0.0396055061821727,0.0396055061821727,0.0394636179453833,0.0393910272785046,0.0392251579907819,0.0383838225091789,0.0374111536076665,0.0365028203221143,0.0355378671794735,0.034830718310587,0.0335142260716205,0.0321541253367363,0
501,0.0377453,11.9416,0.000214125,0.04325325,0.0432451045623807,0.0432451045623807,0.0431940028208789,0.0431207556122865,0.0431207556122865,0.0430170467142915,0.0429552789266732,0.0428248985560513,0.0428248985560513,0.0426714767232674,0.0425929854162533,0.0424136331972053,0.0415039085118162,0.0404521747744843,0.0394700062691777,0.0384266154776333,0.0376619849630074,0.0362384796977484,0.0347678211552339,0
518,0.318831,21.0768,0.000198508,0.040098616,0.0400910646420038,0.0400910646420038,0.0400436899566469,0.0399757849624461,0.0399757849624461,0.0398796399727289,0.0398223771590242,0.0397015059547677,0.0397015059547677,0.0395592737951308,0.03948650717576,0.0393202358375287,0.0384768610431458,0.0375018344898229,0.0365912994955373,0.0356240074033113,0.0349151444765286,0.0335954611924841,0.0322320637099039,0
401,0.533463,27.9609,0.000219017,0.044241434,0.0442331024678993,0.0442331024678993,0.0441808332320861,0.044105912583473,0.044105912583473,0.0439998343034395,0.0439366553400266,0.0438032962384153,0.0438032962384153,0.04364636925861,0.0435660847024474,0.0433826349186331,0.0424521262371626,0.0413763640984622,0.0403717565116473,0.03930452792558,0.0385224283042288,0.0370664009712167,0.0355621430751003,0
383,0.044684,15.5958,0.000142428,0.028770456,0.0287650379573182,0.0287650379573182,0.0287310469761688,0.0286823256525242,0.0286823256525242,0.0286133423440659,0.0285722567050471,0.0284855325232517,0.0284855325232517,0.0283834820163061,0.0283312725130934,0.0282119740759442,0.0276068589913413,0.0269072847578762,0.0262539827339472,0.0255599579182644,0.0250513540890191,0.024104491238253,0.023126263778156,0
426,0.125507,17.5193,0.000160701,0.032461602,0.0324554888419341,0.0324554888419341,0.0324171369401894,0.0323621648460014,0.0323621648460014,0.0322843312272428,0.0322379744485479,0.0321401238662276,0.0321401238662276,0.0320249806463785,0.0319660728517329,0.0318314688542865,0.0311487196812954,0.0303593925904701,0.029622274267195,0.0288392085644887,0.0282653526937081,0.0271970107456293,0.02609328022168,0
456,0.942295,43.8447,0.000159233,0.032165066,0.0321590086854947,0.0321590086854947,0.032121007127505,0.032066537202154,0.032066537202154,0.0319894145917421,0.031943481281172,0.0318465245617079,0.0318465245617079,0.0317324331725676,0.0316740634992937,0.0315406891063192,0.0308641768315798,0.0300820602258749,0.0293516754618095,0.0285757630465849,0.0280071493362035,0.0269485666676548,0.0258549186970758,0
510,0.99266,55.7609,0.000131532,0.026569464,0.0265644604473978,0.0265644604473978,0.026533069837879,0.0264880757837491,0.0264880757837491,0.0264243698233471,0.0263864273101375,0.0263063376853452,0.0263063376853452,0.0262120942270394,0.026163878845397,0.0260537069547919,0.0254948842702917,0.0248488287329245,0.0242455054972445,0.0236045748371468,0.023134880122145,0.0222604539946491,0.0213570627072515,0
501,0.485531,9.97617,0.000208334,0.042083468,0.0420755428553369,0.0420755428553369,0.0420258231578983,0.0419545569164278,0.0419545569164278,0.041853652820433,0.0417935555395659,0.0416667012995978,0.0416667012995978,0.0415174287526688,0.041441060239158,0.0412665585919747,0.0403814373655608,0.0393581477149675,0.0384025419081511,0.0373873695687904,0.0366434184484913,0.0352584118124961,0.0338275271572889,0
817,0.431284,27.1085,0.000189663,0.038311926,0.0383047111108689,0.0383047111108689,0.0382594473182316,0.0381945679938966,0.0381945679938966,0.0381027069747702,0.0380479956430572,0.0379325101451785,0.0379325101451785,0.0377966154805141,0.0377270911523775,0.0375682284323715,0.0367624322245258,0.0358308503175856,0.0349608863936067,0.0340366943203006,0.033359416481209,0.032098534850737,0.0307958868126801,0
813,0.220924,26.455,9.12348e-05,0.0184294296,0.0184259589759621,0.0184259589759621,0.0184041854457084,0.0183729761313991,0.0183729761313991,0.0183287876407194,0.0183024695006153,0.0182469167765633,0.0182469167765633,0.0181815465011183,0.0181481027710673,0.0180716840257811,0.0176840667474319,0.0172359419736842,0.016817457690448,0.0163728876954059,0.0160470924259334,0.0154405625103474,0.0148139414338986,0
714,0.171017,22.4959,0.00016448,0.03322496,0.03321870308661,0.03321870308661,0.0331794493122156,0.033123184509557,0.033123184509557,0.0330435205770773,0.0329960736852736,0.032895922075887,0.032895922075887,0.0327780711801192,0.0327177781261662,0.0325800088185701,0.0318812043060059,0.0310733156189477,0.03031886342629,0.0295173833684116,0.0289300328626525,0.0278365680825951,0.0267068825387641,0
684,0.214035,7.28869,0.000216498,0.043732596,0.0437243602921018,0.0437243602921018,0.0436726922251705,0.0435986332681789,0.0435986332681789,0.0434937750358468,0.043431322718351,0.0432994974318178,0.0432994974318178,0.0431443753304563,0.0430650141583094,0.0428836743020598,0.0419638677641152,0.0409004783856453,0.0399074251827878,0.0388524712092313,0.0380793668208812,0.0366400858265179,0.0351531289875812,0
716,0.73489,43.7836,0.000154854,0.031280508,0.0312746172651624,0.0312746172651624,0.0312376607720928,0.0311846888013311,0.0311846888013311,0.0311096871075068,0.0310650169896605,0.0309707266363048,0.0309707266363048,0.0308597728266426,0.0308030083532912,0.030673301833602,0.0300153940394105,0.0292547860947016,0.0285444873359357,0.0277899129628648,0.0272369364598321,0.0262074654296095,0.0251438934135322,0
766,0.374006,28.406,0.000120509,0.024342818,0.0243382337686302,0.0243382337686302,0.0243094738397725,0.024268250498919,0.024268250498919,0.0242098833975134,0.0241751206452981,0.0241017429076062,0.0241017429076062,0.0240153974941938,0.0239712227882184,0.0238702838200211,0.0233582931037966,0.0227663800579023,0.022213618145907,0.0216264004884722,0.0211960683988654,0.0203949232919835,0.0195672404417797,0
