"time","coverage","regimen","bednets","adherence"
0,65,"xIA",0,0.35
12,65,"xIA",0,0.35
24,0,"xxx",0,0.35
36,65,"xIA",0,0.35
48,65,"xIA",0,0.35
60,65,"xIA",0,0.35
72,65,"xIA",0,0.35
84,65,"xIA",0,0.35
96,65,"xIA",25,0.35
108,0,"xxx",25,0.35
120,0,"xxx",0,0.35
132,0,"xxx",25,0.35
144,0,"xxx",50,0.35
156,0,"xxx",50,0.35
168,0,"xxx",50,0.35
180,0,"xxx",25,0.35
192,0,"xxx",0,0.35
204,0,"xxx",25,0.35
216,0,"xxx",75,0.35
228,0,"xxx",50,0.35
