IUID,Endemicity,Prev_Year2000,Prev_Year2001,Prev_Year2002,Prev_Year2003,Prev_Year2004,Prev_Year2005,Prev_Year2006,Prev_Year2007,Prev_Year2008,Prev_Year2009,Prev_Year2010,Prev_Year2011,Prev_Year2012,Prev_Year2013,Prev_Year2014,Prev_Year2015,Prev_Year2016,Prev_Year2017,Prev_Year2018,Lower_Bound_Year2000,Lower_Bound_Year2001,Lower_Bound_Year2002,Lower_Bound_Year2003,Lower_Bound_Year2004,Lower_Bound_Year2005,Lower_Bound_Year2006,Lower_Bound_Year2007,Lower_Bound_Year2008,Lower_Bound_Year2009,Lower_Bound_Year2010,Lower_Bound_Year2011,Lower_Bound_Year2012,Lower_Bound_Year2013,Lower_Bound_Year2014,Lower_Bound_Year2015,Lower_Bound_Year2016,Lower_Bound_Year2017,Lower_Bound_Year2018,Upper_Bound_Year2000,Upper_Bound_Year2001,Upper_Bound_Year2002,Upper_Bound_Year2003,Upper_Bound_Year2004,Upper_Bound_Year2005,Upper_Bound_Year2006,Upper_Bound_Year2007,Upper_Bound_Year2008,Upper_Bound_Year2009,Upper_Bound_Year2010,Upper_Bound_Year2011,Upper_Bound_Year2012,Upper_Bound_Year2013,Upper_Bound_Year2014,Upper_Bound_Year2015,Upper_Bound_Year2016,Upper_Bound_Year2017,Upper_Bound_Year2018
ETH19181,Unknown,0.041666667,0.041241497,0.038961039,0.036590808,0.04,0.029418127,0.04060728,0.030076888,0.032258065,0.030309989,0.026315789,0.027031963,0.025316456,0.020522769,0.014815628,0.01369863,0.01282262,0,0.006024096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306894737,0.304157077,0.297006303,0.298737084,0.283864332,0.294764706,0.311994695,0.300065789,0.317224859,0.338235294,0.279280523,0.265405308,0.284912873,0.302380952,0.28817858,0.285817805,0.26388664,0.25762987,0.254875406
SDN53312,Unknown,0.055175038,0.045804196,0.04485997,0.046332737,0.042555332,0.04109589,0.041674706,0.033342595,0.030536131,0.030309989,0.026315789,0.015151515,0.023952955,0.014285714,0.015165441,0.01428863,0.013160173,0.011904762,0.006024096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303182673,0.317602224,0.339311291,0.343605602,0.297261861,0.279301075,0.303910428,0.297183099,0.274733076,0.286238095,0.271698446,0.278706606,0.328482587,0.258802521,0.266544118,0.313583126,0.294600527,0.247884058,0.215304383
NGA36954,Unknown,0.111111111,0.116883117,0.112903226,0.113636364,0.097567425,0.089079917,0.072463768,0.067567568,0.053693694,0.045454545,0.041381279,0.038461538,0.028370221,0.015388258,0.014705882,0.015640274,0.012989204,0.012121657,0.006024096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361880631,0.412581699,0.405293852,0.372644928,0.357554392,0.324966692,0.346450617,0.29527027,0.280142857,0.260143305,0.250637755,0.240743671,0.261578947,0.243324176,0.264844992,0.275362319,0.2925,0.317840909,0.333441558
NGA36695,Unknown,0.05,0.043478261,0.04109589,0.037974684,0.037749288,0.036364972,0.04109589,0.029411765,0.03030303,0.031754032,0.027027027,0.028571429,0.025478741,0.025015635,0.015873016,0.01428863,0.014285714,0.005813953,0.006097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241461498,0.202307692,0.265843882,0.274085313,0.263196594,0.283876689,0.24064557,0.226714286,0.250506757,0.23637379,0.253058573,0.21087963,0.220484344,0.240591232,0.250297619,0.228658748,0.240325301,0.237633929,0.233922078
NGA36904,Unknown,0.055946792,0.043478261,0.044446883,0.045454545,0.034250585,0.032786885,0.042253521,0.031054405,0.030776515,0.032258065,0.028370221,0.028381643,0.025807526,0.024096386,0.021164021,0.014928699,0.016129032,0.013157895,0.006097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194179104,0.200172414,0.218836806,0.212544643,0.186850746,0.188235294,0.18310446,0.185797101,0.172648903,0.217544757,0.203193934,0.20528703,0.232057106,0.203210702,0.200448718,0.220683924,0.190256561,0.171463816,0.156002106
AGO02094,Unknown,0.052289815,0.043478261,0.042892157,0.040028465,0.038711289,0.039230769,0.042253521,0.031280547,0.029857398,0.031009615,0.033482143,0.023823029,0.025645241,0.027046784,0.015873016,0.013606072,0.015443098,0.012345679,0.006097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349101085,0.362415799,0.324691224,0.351118421,0.340435149,0.312112676,0.325636506,0.342260497,0.348455056,0.322486772,0.375390625,0.386876543,0.343627258,0.335357143,0.28134058,0.305029646,0.334469697,0.324557192,0.34288099
MOZ33125,Unknown,0.046514423,0.038711289,0.040007112,0.038218111,0.032522475,0.027587519,0.027027027,0.026846847,0.026144908,0.015873016,0.019340463,0.013992172,0.015937263,0.013986698,0.013333333,0.012048193,0,0,0.006097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265712216,0.195426829,0.197367497,0.238315419,0.24625,0.213068182,0.222747748,0.172176179,0.163875848,0.168032787,0.211215145,0.219329637,0.21488148,0.23375,0.264705882,0.246710526,0.237922078,0.204770531,0.148852459
ETH18738,Unknown,0.036931818,0.040833333,0.038711289,0.041666667,0.043167702,0.040540541,0.041381279,0.0375,0.037037037,0.033060109,0.027027027,0.026666667,0.025974026,0.025316456,0.020991561,0.014928699,0.013891569,0.013245614,0.006097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375625,0.445021645,0.391008772,0.345587084,0.372008843,0.323111111,0.308333333,0.361111111,0.368328059,0.340164027,0.33531746,0.32531746,0.333455882,0.302112135,0.291839465,0.29515493,0.333802817,0.259920147,0.314891887
COD13855,Unknown,0.095564253,0.098765432,0.087513674,0.095238095,0.090909091,0.08988764,0.076388889,0.065800866,0.055555556,0.047338936,0.045115332,0.037386443,0.028790389,0.029418127,0.019230769,0.014705882,0.015873016,0,0.006097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.288492273,0.30027027,0.281122669,0.269230769,0.298701299,0.298639713,0.203071803,0.193979813,0.19150982,0.211343058,0.179148142,0.151727273,0.142857143,0.137624144,0.136624275,0.139388526,0.149522388,0.164790864
CMR07450,Unknown,0.171875,0.171052632,0.166698823,0.158016765,0.133333333,0.130152456,0.032258065,0.049382716,0.047058824,0.036811201,0.037037037,0.025,0.023809524,0.015268065,0.013986698,0.01379376,0.012989204,0,0.006097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441948052,0.428571429,0.426678389,0.402607094,0.403837719,0.348863636,0.142962185,0.202449634,0.17917471,0.214285714,0.205666667,0.201168831,0.241189759,0.275621118,0.297061821,0.289494907,0.295075758,0.304531338,0.305902778
CMR07553,Unknown,0.166666667,0.162331081,0.164383562,0.16,0.146995287,0.133333333,0.03875,0.050332384,0.055566274,0.049081602,0.046886447,0.038461538,0.028985507,0.026500527,0.019731801,0.014705882,0.013701201,0.005882353,0.006097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52161039,0.528668831,0.486576399,0.444600939,0.416666667,0.348596257,0.132570526,0.192979452,0.208639706,0.214285714,0.240117371,0.263428262,0.287682842,0.242203125,0.252734375,0.329200978,0.315364858,0.261535326,0.264419643
NGA36828,Unknown,0.148648649,0.143796992,0.144927536,0.152601626,0.119402985,0.118143051,0.09375,0.075949367,0.073170732,0.057820856,0.054054054,0.043478261,0.03950104,0.035534062,0.028778468,0.021430158,0.014938685,0.01369863,0.00617284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456790123,0.438100962,0.459511435,0.409556343,0.390854978,0.370464923,0.338582229,0.323529412,0.303311688,0.269660887,0.292699187,0.298079151,0.298791906,0.311748406,0.313216912,0.333928571,0.357260274,0.338028169,0.337666725
COD13966,Unknown,0.092307692,0.083835341,0.080171359,0.086956522,0.075011721,0.073350072,0.070925553,0.064935065,0.052982456,0.047905909,0.041674706,0.039230769,0.031830463,0.029418127,0.027212144,0.024691358,0.018686869,0.013335704,0.00625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379959047,0.375330882,0.369415584,0.3503125,0.319751144,0.33871445,0.408682475,0.418263329,0.350324465,0.355887097,0.373848485,0.35531746,0.357873563,0.351323176,0.393426966,0.369543651,0.344630212,0.342639613,0.341580675
NGA36613,Unknown,0.190174804,0.179618768,0.169014085,0.157518797,0.136083053,0.125,0.115818608,0.09375,0.076436222,0.056980519,0.053693694,0.043900482,0.040789474,0.029198636,0.025641026,0.014285714,0.014185111,0.012579114,0.006329114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525,0.532561641,0.516232175,0.500357143,0.435341615,0.397884615,0.328819444,0.324059356,0.333333333,0.274067732,0.228701299,0.198203441,0.211233307,0.190334916,0.191275108,0.195121951,0.215909091,0.205136986,0.207328952
ZAF43271,Unknown,0.075949367,0.066300366,0.064102564,0.068729334,0.069457843,0.062114198,0.064213564,0.055946792,0.046153846,0.037974684,0.04109589,0.033898305,0.029411765,0.023392613,0.023255814,0.022988506,0.013891569,0.012989204,0.006493506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.272727273,0.26875848,0.260869565,0.227071429,0.236981659,0.23880597,0.197113022,0.197642469,0.164780509,0.183413182,0.200379747,0.204945709,0.197228381,0.190439082,0.20282994,0.20786056,0.173333333,0.173545455
SSD44353,Unknown,0.047247024,0.044281046,0.04,0.038461538,0.037749288,0.04027027,0.03030303,0.031054405,0.02739726,0.028370221,0.024691358,0.016009221,0.014709063,0.014084507,0.023809524,0.01428863,0.012658228,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212319249,0.225882693,0.250220588,0.226589862,0.238741883,0.200714286,0.202800881,0.222222222,0.257575758,0.24245338,0.243243243,0.25,0.23880597,0.202898551,0.211267606,0.2,0.194583333,0.211619718,0.197183099
ETH19215,Unknown,0.080756334,0.076923077,0.073529412,0.065362269,0.055946792,0.051315789,0.047631048,0.043487395,0.04109589,0.033370412,0.029198636,0.025974026,0.016671298,0.015504808,0.014815628,0.013428262,0.011976477,0.011906449,0.010526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461625491,0.479516129,0.453463606,0.373924051,0.464162881,0.442194444,0.392923351,0.377076412,0.367767722,0.381820175,0.397159361,0.393055556,0.393228906,0.362182663,0.35505597,0.367901619,0.38060049,0.390706246,0.430803571
NGA36585,Unknown,0.138805651,0.134234234,0.121621622,0.127435065,0.125791139,0.115942029,0.093073593,0.083920188,0.069444444,0.057142857,0.041666667,0.040540541,0.036811201,0.025657895,0.027973396,0.015877016,0.0122704,0.005555556,0.010932858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564930253,0.574365079,0.592443477,0.580842391,0.573412698,0.597158045,0.536619718,0.514071062,0.479957356,0.515218517,0.521967257,0.5009375,0.559519608,0.523301294,0.540986842,0.592237697,0.606285425,0.562308622,0.580739422
MLI30021,Unknown,0.125880282,0.118421053,0.12,0.120606061,0.102006689,0.086122881,0.079473684,0.058823529,0.051064754,0.041381279,0.040818215,0.030798389,0.027783137,0.024390244,0.023128342,0.015399195,0.01379901,0,0.010994322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306004902,0.323076923,0.320064516,0.3,0.294117647,0.253296117,0.263157895,0.220941558,0.178094423,0.200288462,0.178247029,0.182052139,0.194444444,0.177131287,0.209738514,0.173477612,0.176701681,0.169861111,0.191774892
ETH19010,Unknown,0.04027027,0.042253521,0.04109589,0.037737342,0.034902597,0.028370221,0.033707865,0.032786885,0.026491228,0.026144908,0.025807526,0.023255814,0.015877016,0.014928699,0.014599318,0.012048193,0.012658228,0,0.011024096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37826087,0.42273572,0.416757246,0.426808824,0.430579157,0.439456084,0.449285714,0.439576747,0.471668174,0.411399217,0.380681818,0.347222222,0.410714286,0.418074324,0.386971831,0.415196177,0.345772201,0.397328767,0.428621032
NGA36901,Unknown,0.055555556,0.045115332,0.044117647,0.039473684,0.037037037,0.033520599,0.037974684,0.03243338,0.030536131,0.029211087,0.024691358,0.028174603,0.024706421,0.025807526,0.015268065,0.014822134,0.014492754,0.011627907,0.011097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325120085,0.292329545,0.280543354,0.290721899,0.301891172,0.285755337,0.280759804,0.296713615,0.342109427,0.286038961,0.320987654,0.277166017,0.263332201,0.323529412,0.313143382,0.288315273,0.294425996,0.300166667,0.269318182
NGA36432,Unknown,0.061538462,0.050070412,0.04494382,0.046875,0.043167702,0.042892157,0.042857143,0.03269779,0.039230769,0.036364972,0.028577261,0.02444842,0.025316456,0.023952955,0.025158228,0.015756824,0.015038444,0.005,0.011097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456693364,0.454743304,0.440131579,0.439939271,0.442161017,0.39978355,0.440104167,0.397742336,0.380330428,0.372197539,0.420633446,0.384815976,0.447444853,0.406217197,0.39080763,0.408140406,0.454545455,0.382076018,0.416964286
GMB47663,Unknown,0.050632911,0.043478261,0.043015726,0.043854033,0.044117647,0.03115942,0.041381279,0.0375,0.031498016,0.030769231,0.024691358,0.023255814,0.025332692,0.023952955,0.024404762,0.013250263,0.013245614,0.005,0.011097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311688312,0.293394366,0.290030571,0.267764808,0.26499613,0.250978916,0.255411255,0.23735119,0.278092115,0.298507463,0.279560556,0.225808053,0.261954365,0.259820031,0.266690141,0.274108582,0.247776196,0.260599694,0.246555419
NAM34285,Unknown,0.052289815,0.046153846,0.044446883,0.045804196,0.038461538,0.040540541,0.042555332,0.033247375,0.037037037,0.032258065,0.036375661,0.032166752,0.025974026,0.027046784,0.024404762,0.014492754,0.014389234,0.011329114,0.011097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212010012,0.200633803,0.207602896,0.246376812,0.239890098,0.226812904,0.24025,0.228600386,0.190641288,0.200555556,0.194238628,0.176470588,0.170012613,0.183098592,0.157142857,0.144736842,0.165047619,0.155470322,0.163042763
BWA04302,Unknown,0.051615052,0.045454545,0.04485997,0.046153846,0.045376565,0.048192771,0.043487395,0.029850746,0.029418127,0.027402402,0.025807526,0.015640274,0.014815628,0.013986698,0.014495798,0.013513514,0,0.005,0.011097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343411152,0.33828533,0.415169425,0.35828373,0.355558794,0.364212121,0.339728026,0.316697554,0.33825802,0.351689189,0.359388866,0.294859525,0.328372938,0.333561644,0.31442776,0.329389409,0.315263682,0.32026115,0.271266234
BWA04312,Unknown,0.055867665,0.041960094,0.038961039,0.037268519,0.032786885,0.028985507,0.034138857,0.026315789,0.025974026,0.025158228,0.025166192,0.023823029,0.024691358,0.014285714,0.015625,0.01369863,0.01273937,0,0.011097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265712216,0.292333333,0.29789916,0.273972603,0.264705882,0.293333333,0.29002905,0.271013514,0.287873818,0.299069467,0.250529661,0.209538517,0.247179417,0.233597561,0.264754902,0.254032414,0.236454545,0.236992481,0.207879093
ZWE52905,Unknown,0.08022308,0.074813433,0.081989247,0.077922078,0.073801743,0.070925553,0.067567568,0.05,0.052631579,0.043487395,0.042253521,0.039473684,0.031498016,0.031009615,0.016393443,0.016411084,0.016133229,0.013701201,0.011363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443452381,0.458333333,0.486111111,0.571428571,0.544117647,0.492063492,0.461538462,0.414166667,0.378782895,0.353724981,0.38758285,0.359481255,0.397789539,0.378276772,0.395404478,0.405681818,0.447162162,0.382352941,0.411643836
SWZ45409,Unknown,0.111025528,0.111111111,0.110350076,0.108270922,0.103962944,0.032002048,0.05952381,0.054804805,0.048387097,0.045977011,0.029418127,0.027027027,0.024785802,0.014492754,0.013986698,0.014084507,0.01369863,0.013513514,0.011431931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421052632,0.444444444,0.388888889,0.384615385,0.426829268,0.180722892,0.265060241,0.2875,0.294871795,0.302957238,0.306666667,0.341772152,0.373616086,0.338845109,0.381655844,0.415467033,0.389752799,0.436858072,0.368315037
ETH19272,Unknown,0.079156224,0.079473684,0.073128342,0.065254418,0.063492063,0.056258902,0.052631579,0.049281522,0.034596211,0.031746032,0.031746032,0.027402402,0.027973396,0.025487013,0.026153846,0.014285714,0.014285714,0.013423423,0.011494253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250410959,0.279115678,0.285060807,0.227045896,0.236266603,0.237807545,0.245723684,0.229923986,0.241838334,0.192647059,0.213701623,0.23125,0.183272727,0.211884792,0.253090186,0.227985294,0.216265356,0.235846561,0.266884058
MDG27840,Unknown,0.082079497,0.075378788,0.080229885,0.078125,0.027027027,0.035299003,0.040540541,0.029198636,0.032822168,0.037974684,0.033520599,0.025978408,0.019760941,0.018867925,0.019607843,0.013333333,0.012195122,0.013157895,0.011494253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30618984,0.300220588,0.277258065,0.261950549,0.152963801,0.2,0.175231884,0.185714286,0.191847412,0.200645161,0.188534362,0.194536247,0.231969309,0.25,0.25,0.208583318,0.257331933,0.217506389,0.201024096
ETH18669,Unknown,0.082330827,0.075474684,0.076923077,0.075,0.073350072,0.058747412,0.052289815,0.045115332,0.042261905,0.041666667,0.03030303,0.029850746,0.028571429,0.027619048,0.020815812,0.014495798,0.014185111,0.014285714,0.011564171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351895926,0.255386224,0.329567669,0.324896772,0.300616883,0.28130805,0.33824095,0.305681311,0.272343288,0.273510467,0.278016544,0.248461806,0.304217437,0.263346401,0.261547619,0.277417565,0.250457317,0.256418919,0.240591232
CAF09655,Unknown,0.087221095,0.084876543,0.080863121,0.077935223,0.074626866,0.063301282,0.063391601,0.055555556,0.048199768,0.04,0.04109589,0.039217362,0.028985507,0.026685643,0.015154994,0.014718615,0.013611111,0.013072454,0.011629479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415205793,0.373421355,0.353130948,0.391251694,0.380253165,0.347166667,0.3628125,0.380996473,0.345448606,0.308915441,0.310994255,0.333455882,0.32975856,0.32442623,0.319693627,0.38624226,0.368395641,0.362819693,0.385174419
GNB23719,Unknown,0.115942029,0.119928095,0.129451194,0.099382716,0.094494048,0.090909091,0.083920188,0.070422535,0.057971014,0.037980769,0.029198636,0.025641026,0.026846847,0.013515982,0.014084507,0.014389234,0.013157895,0.013245614,0.011629479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441176471,0.428841991,0.43091954,0.424657534,0.390081397,0.408450704,0.384677419,0.358420398,0.346516393,0.291918683,0.299744698,0.333802817,0.326028139,0.359318666,0.380584774,0.383660103,0.339757746,0.322248986,0.375069444
ETH19187,Unknown,0.165611814,0.152919501,0.155508285,0.138196286,0.126671421,0.115069357,0.102318046,0.090230665,0.076923077,0.057971014,0.040547945,0.030776515,0.029211087,0.024110385,0.015268065,0.013333333,0.01150033,0.012121657,0.011696306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446363636,0.412944333,0.428571429,0.429365079,0.411887255,0.370979263,0.318436228,0.324772727,0.269256757,0.283089446,0.26618941,0.282467532,0.300486111,0.315423488,0.321411765,0.30366794,0.325419201,0.341568805,0.359036145
ETH18674,Unknown,0.084936448,0.082168675,0.073181615,0.077422577,0.069444444,0.066678521,0.057983193,0.050316456,0.040028465,0.039736842,0.030769231,0.02739726,0.028370221,0.025807526,0.014705882,0.013606072,0.014084507,0.005494505,0.011764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369991438,0.333783784,0.316603546,0.345897797,0.35295911,0.313434507,0.343422423,0.296072589,0.289504284,0.293464445,0.243825301,0.299152884,0.333474576,0.289265537,0.280786885,0.3345,0.364028213,0.333796296,0.281007752
NGA36669,Unknown,0.100632911,0.091097666,0.081081081,0.098611111,0.090909091,0.088664422,0.070925553,0.061407474,0.059971228,0.043816631,0.044446883,0.037037037,0.027031963,0.024393872,0.024096386,0.02247191,0.013986698,0.013157895,0.011764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384615385,0.358024691,0.345260989,0.352112676,0.319556925,0.298701299,0.304119198,0.287147465,0.232876712,0.184787234,0.203586775,0.188816134,0.194370791,0.2,0.172567734,0.169252352,0.175819805,0.161555556,0.145020564
