IUID,Endemicity,Prev_Year2000,Prev_Year2001,Prev_Year2002,Prev_Year2003,Prev_Year2004,Prev_Year2005,Prev_Year2006,Prev_Year2007,Prev_Year2008,Prev_Year2009,Prev_Year2010,Prev_Year2011,Prev_Year2012,Prev_Year2013,Prev_Year2014,Prev_Year2015,Prev_Year2016,Prev_Year2017,Prev_Year2018,Prev_Year2019,Prev_Year2020,Lower_Bound_Year2000,Lower_Bound_Year2001,Lower_Bound_Year2002,Lower_Bound_Year2003,Lower_Bound_Year2004,Lower_Bound_Year2005,Lower_Bound_Year2006,Lower_Bound_Year2007,Lower_Bound_Year2008,Lower_Bound_Year2009,Lower_Bound_Year2010,Lower_Bound_Year2011,Lower_Bound_Year2012,Lower_Bound_Year2013,Lower_Bound_Year2014,Lower_Bound_Year2015,Lower_Bound_Year2016,Lower_Bound_Year2017,Lower_Bound_Year2018,Lower_Bound_Year2019,Lower_Bound_Year2020,Upper_Bound_Year2000,Upper_Bound_Year2001,Upper_Bound_Year2002,Upper_Bound_Year2003,Upper_Bound_Year2004,Upper_Bound_Year2005,Upper_Bound_Year2006,Upper_Bound_Year2007,Upper_Bound_Year2008,Upper_Bound_Year2009,Upper_Bound_Year2010,Upper_Bound_Year2011,Upper_Bound_Year2012,Upper_Bound_Year2013,Upper_Bound_Year2014,Upper_Bound_Year2015,Upper_Bound_Year2016,Upper_Bound_Year2017,Upper_Bound_Year2018,Upper_Bound_Year2019,Upper_Bound_Year2020
MLI30002,Under surveillance,0.08911,0.08926,0.08944,0.08952,0.08958,0.08962,0.08954,0.0613,0.04332,0.03213,0.02406,0.01774,0.01267,0.01227,0.012,0.00825,0.00773,0.00524,0.00496,0.0047,0.0044,0.01926,0.01974,0.02025,0.02066,0.02107,0.0214,0.02166,0.01368,0.0083,0.00523,0.00322,0.00194,0.00127,0.00119,0.0011,0.00088,0.00083,0.00079,0.00078,0.00078,0.00078,0.23917,0.23892,0.2387,0.2386,0.23834,0.23819,0.23815,0.18211,0.14149,0.11141,0.0877,0.06838,0.05157,0.05121,0.05331,0.0401,0.04,0.0293,0.02892,0.0285,0.02802
MLI30009,Under surveillance,0.0611,0.06102,0.06098,0.06089,0.0608,0.06066,0.06054,0.0603,0.0584,0.05625,0.03646,0.02606,0.01916,0.0183,0.01746,0.01656,0.01122,0.00752,0.00712,0.00666,0.00617,0.01226,0.01244,0.01259,0.01276,0.01291,0.01307,0.01318,0.01329,0.0132,0.01299,0.00814,0.00511,0.00304,0.00278,0.00249,0.00218,0.00108,0.00065,0.00059,0.00055,0.00052,0.16727,0.16681,0.16645,0.16615,0.166,0.16567,0.16556,0.16511,0.15967,0.15366,0.10207,0.0751,0.05703,0.05563,0.05576,0.05559,0.04146,0.03027,0.02971,0.02898,0.02811
ERI17460,Non-endemic,0.00456,0.00447,0.00439,0.00428,0.00417,0.00406,0.00393,0.00378,0.00361,0.00347,0.00323,0.00298,0.00273,0.00245,0.00216,0.00194,0.00171,0.00149,0.0014,0.00132,0.00123,0.00067,0.00067,0.00066,0.00066,0.00067,0.00066,0.00067,0.00066,0.00066,0.00066,0.00067,0.00066,0.00067,0.00067,0.00067,0.00066,0.00066,0.00066,0.00066,0.00067,0.00066,0.0182,0.01817,0.01799,0.01739,0.01714,0.01671,0.01597,0.01547,0.01389,0.01331,0.01233,0.01105,0.01019,0.00871,0.00766,0.00649,0.00545,0.00427,0.00439,0.00434,0.00426
ERI17466,Non-endemic,0.00488,0.00475,0.00462,0.00448,0.00437,0.00423,0.0041,0.00396,0.00379,0.00359,0.00333,0.00306,0.00279,0.00253,0.00222,0.00197,0.00172,0.00147,0.00139,0.00129,0.00124,0.00081,0.00082,0.00082,0.00081,0.00082,0.00082,0.00081,0.00081,0.00081,0.00081,0.00082,0.00081,0.00082,0.00081,0.00082,0.00081,8E-04,0.00081,8E-04,0.00081,8E-04,0.01986,0.01987,0.01936,0.01853,0.01853,0.01785,0.01697,0.0162,0.01535,0.01398,0.01306,0.01162,0.01034,0.00901,0.00791,0.00678,0.00566,0.00424,0.00431,0.00431,0.00425
SEN40221,Requiring PC,0.0113,0.01123,0.01116,0.01109,0.01102,0.01094,0.01086,0.01077,0.01069,0.01055,0.0103,0.00999,0.00959,0.00912,0.00854,0.00793,0.00689,0.00454,0.00311,0.00215,0.00146,0.00033,0.00034,0.00033,0.00033,0.00033,0.00033,0.00033,0.00034,0.00035,0.00034,0.00034,0.00033,0.00033,0.00032,0.00031,0.00031,0.00028,0.00022,2E-04,0.00019,0.00019,0.03518,0.03486,0.03448,0.03416,0.03389,0.03352,0.0332,0.03288,0.03251,0.03203,0.03103,0.02983,0.0285,0.027,0.02523,0.02339,0.02055,0.014,0.01,0.00722,0.0052
MLI30016,Under surveillance,0.13824,0.13848,0.13866,0.13882,0.13892,0.13901,0.13902,0.13886,0.1347,0.13001,0.08619,0.06182,0.0456,0.04398,0.04307,0.04205,0.03857,0.02644,0.01814,0.01743,0.0166,0.03555,0.03584,0.03609,0.03629,0.03648,0.03662,0.03666,0.03668,0.03601,0.03502,0.02252,0.0152,0.0105,0.00983,0.00911,0.00838,0.00713,0.00424,0.00252,0.00227,0.00204,0.34162,0.34156,0.34173,0.3418,0.34184,0.34186,0.3421,0.34199,0.33411,0.32599,0.24946,0.19482,0.15025,0.14812,0.15032,0.15221,0.14486,0.10443,0.07554,0.07457,0.07321
SDN53252,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ERI17470,Non-endemic,0.00313,0.0031,0.00309,0.00307,0.00304,0.00301,0.00297,0.00293,0.00289,0.00281,0.00271,0.00258,0.00243,0.00226,0.0021,0.00193,0.00178,0.00164,0.00153,0.00141,0.00131,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00011,0.00012,0.00012,0.00012,0.00012,0.01049,0.01043,0.01042,0.01017,0.00997,0.00992,0.0096,0.00938,0.00945,0.00895,0.00846,0.00811,0.00762,0.00673,0.00604,0.00528,0.00473,0.0043,0.00413,0.0039,0.00371
ERI17481,Non-endemic,0.00559,0.00541,0.0052,0.00499,0.00485,0.00467,0.00451,0.00431,0.00413,0.00392,0.00367,0.00337,0.00306,0.00277,0.00245,0.00219,0.00192,0.00161,0.00152,0.0014,0.00133,0.00097,0.00098,0.00099,0.00097,0.00098,0.00098,0.00098,0.00098,0.00097,0.00097,0.00099,0.00097,0.00098,0.00097,0.00098,0.00097,0.00096,0.00097,0.00096,0.00097,0.00096,0.02427,0.02338,0.0233,0.02223,0.0217,0.02074,0.01908,0.01806,0.01703,0.01578,0.01487,0.0136,0.0115,0.01,0.00923,0.00829,0.00679,0.00505,0.00518,0.00516,0.00504
MLI29989,Under surveillance,0.17408,0.17433,0.17455,0.17472,0.1749,0.17505,0.17517,0.17514,0.12671,0.11813,0.08818,0.06653,0.04924,0.04786,0.04757,0.04721,0.04384,0.0295,0.02826,0.02687,0.02538,0.04267,0.04308,0.04355,0.04398,0.0443,0.04459,0.04477,0.04484,0.02789,0.02499,0.01613,0.01084,0.00727,0.00672,0.00615,0.00556,0.00473,0.00274,0.00247,0.00219,0.00192,0.43275,0.4324,0.43225,0.43213,0.43216,0.43208,0.43196,0.43173,0.34928,0.33188,0.26607,0.21082,0.16167,0.15957,0.16303,0.16602,0.15832,0.11175,0.1093,0.10601,0.10243
NER35307,Under surveillance,0.08824,0.0883,0.0883,0.08827,0.08827,0.0883,0.08826,0.08812,0.08803,0.08113,0.05547,0.0406,0.0307,0.02327,0.02237,0.01666,0.01638,0.01597,0.0155,0.01495,0.01436,0.01864,0.01875,0.01887,0.01901,0.01913,0.01924,0.01936,0.01942,0.01947,0.01779,0.01187,0.008,0.00543,0.0035,0.0031,0.00192,0.00174,0.00158,0.00141,0.00123,0.00107,0.24994,0.24972,0.24971,0.24966,0.24968,0.24973,0.24999,0.24998,0.25021,0.23658,0.18197,0.14538,0.11834,0.09676,0.09966,0.08138,0.08401,0.08648,0.08804,0.08914,0.0896
SDN53201,Unknown,0.02099,0.0209,0.02082,0.02073,0.02062,0.02051,0.02039,0.02025,0.02008,0.01987,0.01968,0.01948,0.01926,0.01901,0.01874,0.0181,0.01736,0.01655,0.01573,0.01487,0.014,0.00032,0.00032,0.00032,0.00032,0.00032,0.00032,0.00032,0.00032,0.00032,0.00032,0.00032,0.00032,0.00032,0.00032,0.00032,0.00032,0.00032,0.00032,0.00032,0.00032,0.00032,0.10696,0.10674,0.10647,0.10614,0.10554,0.10527,0.10475,0.10423,0.10373,0.10296,0.10238,0.10174,0.10096,0.10013,0.09906,0.09489,0.09039,0.08549,0.08063,0.0758,0.07117
SDN53244,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ERI17462,Non-endemic,0.00571,0.00558,0.00542,0.00528,0.00515,0.005,0.00485,0.0047,0.00454,0.00435,0.00408,0.00378,0.00349,0.0032,0.00289,0.00262,0.00233,0.00206,0.00193,0.00179,0.00168,0.00073,0.00074,0.00074,0.00073,0.00074,0.00074,0.00073,0.00073,0.00073,0.00073,0.00074,0.00073,0.00074,0.00073,0.00074,0.00073,0.00072,0.00073,0.00072,0.00073,0.00072,0.02265,0.0222,0.02193,0.02122,0.02069,0.02022,0.01911,0.01854,0.01727,0.01653,0.01533,0.01394,0.01245,0.01112,0.01011,0.00915,0.00781,0.00644,0.00639,0.0062,0.00598
ERI17473,Non-endemic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEN40187,Non-endemic,0.00496,0.00489,0.00482,0.00477,0.00469,0.00462,0.00454,0.00445,0.00434,0.00424,0.00409,0.00391,0.00372,0.00347,0.0032,0.00294,0.00267,0.0024,0.00222,0.00203,0.00186,0.00032,0.00032,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,0.00032,0.00032,0.00032,0.00032,0.01855,0.01812,0.01776,0.01757,0.01707,0.01639,0.01602,0.01543,0.01492,0.01457,0.01386,0.01312,0.01238,0.01132,0.01028,0.00931,0.00835,0.0074,0.00699,0.00652,0.00613
SDN53198,Unknown,0.02,0.01994,0.01988,0.0198,0.01972,0.01962,0.01954,0.01943,0.01928,0.01911,0.01893,0.01876,0.01856,0.01834,0.01808,0.01748,0.01677,0.01599,0.01519,0.01435,0.0135,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.10362,0.10322,0.10301,0.10258,0.10228,0.10183,0.1013,0.10082,0.10043,0.09982,0.09933,0.09858,0.09795,0.09697,0.096,0.09185,0.08737,0.08283,0.0779,0.07331,0.06861
SEN40216,Non-endemic,0.0052,0.00517,0.00512,0.00507,0.00502,0.00498,0.00493,0.00484,0.00476,0.00468,0.00455,0.00438,0.00418,0.00394,0.00366,0.00338,0.0031,0.00283,0.00259,0.00238,0.00217,0.00018,0.00018,0.00017,0.00017,0.00018,0.00018,0.00017,0.00017,0.00017,0.00017,0.00017,0.00017,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.00018,0.01782,0.01762,0.01743,0.01722,0.01687,0.01672,0.01637,0.01587,0.01551,0.01508,0.0145,0.01391,0.01313,0.01228,0.01126,0.01034,0.00941,0.00851,0.0079,0.00739,0.00685
NER35327,Non-endemic,0.01883,0.01869,0.01858,0.01846,0.01831,0.01818,0.01805,0.01787,0.0177,0.01749,0.01728,0.01704,0.01674,0.01643,0.01611,0.01575,0.0151,0.01437,0.01369,0.01297,0.01221,0.00148,0.00149,0.0015,0.00152,0.00155,0.00161,0.00164,0.00168,0.0017,0.00171,0.00175,0.00178,0.0018,0.0018,0.00182,0.00181,0.0018,0.00179,0.00168,0.00158,0.00146,0.06648,0.06572,0.06491,0.06418,0.06357,0.06286,0.06213,0.06147,0.06061,0.05984,0.05905,0.0582,0.05718,0.05618,0.05518,0.05426,0.05202,0.04952,0.04743,0.04536,0.04324
SDN53265,Unknown,0.00751,0.0074,0.00727,0.00711,0.00697,0.00686,0.00672,0.00655,0.00638,0.0062,0.00604,0.00586,0.00568,0.00547,0.0053,0.00506,0.00481,0.00451,0.00433,0.00411,0.0039,0.00074,0.00076,0.00075,0.00075,0.00075,0.00075,0.00075,0.00075,0.00076,0.00076,0.00075,0.00075,0.00075,0.00075,0.00076,0.00075,0.00074,0.00074,0.00074,0.00073,0.00074,0.03483,0.03402,0.03359,0.03288,0.03235,0.03134,0.03076,0.02988,0.02948,0.02837,0.02743,0.02678,0.02626,0.02553,0.02482,0.02359,0.02259,0.02121,0.02044,0.01945,0.01853
ERI17469,Non-endemic,0.00745,0.00735,0.00724,0.00713,0.00701,0.00687,0.00675,0.0066,0.00646,0.00625,0.00599,0.00566,0.00532,0.00495,0.00457,0.00423,0.00389,0.00355,0.0033,0.00304,0.00282,0.00046,0.00046,0.00047,0.00046,0.00046,0.00046,0.00046,0.00046,0.00045,0.00046,0.00046,0.00046,0.00046,0.00046,0.00046,0.00046,0.00045,0.00045,0.00045,0.00045,0.00045,0.02722,0.0268,0.02642,0.02563,0.0254,0.02439,0.02371,0.02295,0.02232,0.02135,0.02029,0.01899,0.01781,0.01654,0.01507,0.01405,0.01292,0.01163,0.01102,0.01028,0.00966
ERI17467,Non-endemic,0.0034,0.00337,0.00334,0.00331,0.00327,0.00325,0.00319,0.00315,0.00306,0.00295,0.00284,0.00268,0.00254,0.00235,0.00217,0.00197,0.00181,0.00164,0.00154,0.00142,0.00132,2E-04,2E-04,2E-04,0.00021,2E-04,0.00021,2E-04,2E-04,2E-04,2E-04,2E-04,2E-04,0.00021,2E-04,2E-04,2E-04,0.00021,0.00021,2E-04,2E-04,2E-04,0.01108,0.01066,0.01082,0.01075,0.01074,0.01074,0.01029,0.0103,0.00994,0.00931,0.00898,0.00851,0.00781,0.00693,0.00626,0.00545,0.00492,0.00426,0.00418,0.00389,0.00384
ERI17471,Non-endemic,0.00311,0.00307,0.00307,0.00303,0.00301,0.00298,0.00295,0.00291,0.00287,0.00279,0.0027,0.00257,0.00242,0.00225,0.00208,0.00192,0.00176,0.00163,0.00152,0.00141,0.0013,9E-05,9E-05,9E-05,9E-05,9E-05,9E-05,9E-05,9E-05,9E-05,9E-05,9E-05,8E-05,8E-05,1E-04,1E-04,1E-04,1E-04,1E-04,1E-04,1E-04,1E-04,0.01051,0.01034,0.01036,0.01013,0.01006,0.01004,0.00981,0.00964,0.00945,0.00898,0.0085,0.00806,0.00747,0.00669,0.00589,0.00524,0.00468,0.00426,0.00404,0.00388,0.00369
NER35330,Under surveillance,0.0141,0.014,0.01388,0.01379,0.0137,0.0136,0.01349,0.01338,0.01322,0.01223,0.00866,0.00635,0.00582,0.00417,0.00295,0.00208,0.00197,0.00184,0.0017,0.00155,0.00142,0.00097,0.00099,0.001,0.001,0.00102,0.00103,0.00105,0.00107,0.00108,0.00099,0.00071,0.00052,5E-04,0.00041,0.00038,0.00037,0.00037,0.00037,0.00037,0.00037,0.00037,0.04708,0.04671,0.04632,0.04585,0.04545,0.04501,0.04466,0.04423,0.04377,0.04039,0.02832,0.02109,0.01965,0.01468,0.01094,0.00816,0.00789,0.00751,0.00709,0.00667,0.00626
ERI17443,Non-endemic,0.00321,0.00317,0.00316,0.00314,0.00311,0.00309,0.00304,0.00301,0.00295,0.00287,0.00276,0.00262,0.00248,0.00231,0.00213,0.00196,0.0018,0.00166,0.00154,0.00143,0.00132,0.00012,0.00012,0.00013,0.00013,0.00013,0.00013,0.00012,0.00013,0.00012,0.00013,0.00013,0.00012,0.00012,0.00013,0.00013,0.00013,0.00013,0.00013,0.00013,0.00013,0.00013,0.01048,0.01026,0.01034,0.01023,0.01009,0.01006,0.00972,0.0097,0.00954,0.00897,0.00865,0.00818,0.00752,0.00664,0.00596,0.00534,0.00476,0.00426,0.00412,0.00387,0.0037
ERI17444,Non-endemic,0.00318,0.00315,0.00314,0.00311,0.00309,0.00306,0.00303,0.00299,0.00294,0.00286,0.00276,0.00262,0.00247,0.0023,0.00213,0.00196,0.0018,0.00166,0.00155,0.00143,0.00132,9E-05,9E-05,9E-05,9E-05,9E-05,9E-05,9E-05,9E-05,9E-05,9E-05,9E-05,9E-05,9E-05,9E-05,9E-05,9E-05,9E-05,9E-05,9E-05,9E-05,9E-05,0.01043,0.01028,0.01016,0.00997,0.00974,0.00969,0.00938,0.00927,0.0092,0.00875,0.0084,0.00791,0.00734,0.00662,0.00593,0.0053,0.00472,0.00429,0.00412,0.00389,0.00371
MLI29983,Under surveillance,0.29141,0.2918,0.29218,0.29256,0.29288,0.29326,0.29363,0.29367,0.22343,0.17205,0.13297,0.10171,0.07492,0.07325,0.07367,0.07394,0.06915,0.04586,0.04397,0.04183,0.0395,0.08329,0.08441,0.08544,0.08647,0.08727,0.08791,0.08838,0.08842,0.05243,0.03359,0.02299,0.01587,0.01072,0.00989,0.00905,0.00818,0.00687,0.0039,0.00342,0.003,0.00263,0.62985,0.62875,0.62779,0.62693,0.62604,0.62537,0.62503,0.62448,0.53179,0.44395,0.364,0.29115,0.22171,0.21926,0.22535,0.23127,0.22091,0.15256,0.14901,0.14457,0.13948
MLI30010,Requiring PC,0.05398,0.05385,0.0538,0.05377,0.05373,0.05369,0.05366,0.05348,0.05186,0.05002,0.03287,0.02357,0.01728,0.0165,0.01577,0.01499,0.01334,0.01171,0.00768,0.0051,0.00481,0.0095,0.00977,0.00999,0.01022,0.01054,0.01079,0.01106,0.01125,0.0112,0.01112,0.00675,0.00399,0.00226,0.00207,0.00183,0.00165,0.00136,0.00114,0.00081,0.00074,0.00073,0.15171,0.15084,0.15042,0.14962,0.14925,0.14893,0.14849,0.14806,0.14342,0.13805,0.09419,0.07022,0.05407,0.05266,0.05231,0.05186,0.04849,0.04426,0.03156,0.02292,0.02233
NER35324,Requiring PC,0.07131,0.07132,0.07133,0.07133,0.07129,0.07125,0.07122,0.0711,0.04901,0.04615,0.04352,0.04097,0.03852,0.02774,0.02043,0.0197,0.01348,0.0133,0.00905,0.00899,0.0089,0.01372,0.0138,0.0139,0.014,0.01406,0.01412,0.01415,0.01416,0.00921,0.00831,0.00738,0.00652,0.00571,0.00352,0.00222,0.00197,0.00112,0.00103,0.00066,6E-04,0.00057,0.20495,0.20479,0.20463,0.20467,0.20465,0.20457,0.20467,0.20473,0.15656,0.15124,0.147,0.14286,0.13874,0.10947,0.08734,0.08809,0.06629,0.0674,0.05022,0.05139,0.05275
SDN53269,Unknown,0.00852,0.00839,0.00821,0.008,0.00783,0.00766,0.0075,0.00726,0.00706,0.00684,0.00664,0.0064,0.00618,0.00592,0.00573,0.00548,0.0052,0.00485,0.00467,0.00445,0.00422,0.00098,0.001,0.00099,0.00099,0.00099,0.00099,0.00099,0.00099,0.001,0.001,0.001,0.001,0.001,0.00099,0.001,0.00098,0.00098,0.00098,0.00098,0.00099,0.00098,0.04083,0.0392,0.03859,0.03786,0.03699,0.03582,0.03529,0.03395,0.03327,0.03186,0.03093,0.03008,0.02928,0.02838,0.02758,0.02628,0.02507,0.02353,0.02269,0.02167,0.02061
SDN53359,Unknown,0.02236,0.02227,0.02218,0.02209,0.02198,0.02187,0.02175,0.02161,0.02143,0.0212,0.021,0.0208,0.02057,0.02031,0.02002,0.01935,0.01856,0.0177,0.01683,0.01591,0.01499,0.00033,0.00032,0.00033,0.00033,0.00032,0.00032,0.00033,0.00033,0.00033,0.00032,0.00033,0.00033,0.00032,0.00032,0.00032,0.00032,0.00032,0.00032,0.00032,0.00031,0.00032,0.11278,0.11274,0.11251,0.11226,0.11201,0.11171,0.11113,0.11057,0.11017,0.10949,0.10884,0.10829,0.10758,0.10672,0.10563,0.10121,0.09643,0.09146,0.08645,0.0814,0.07648
SDN53197,Unknown,0.02128,0.02122,0.02116,0.02108,0.02101,0.02091,0.02082,0.02071,0.02055,0.02036,0.02019,0.02001,0.0198,0.01957,0.0193,0.01866,0.01791,0.01708,0.01622,0.01533,0.01442,0.00017,0.00017,0.00017,0.00017,0.00017,0.00017,0.00017,0.00017,0.00017,0.00017,0.00017,0.00017,0.00017,0.00017,0.00017,0.00017,0.00017,0.00017,0.00017,0.00017,0.00017,0.11039,0.11024,0.10995,0.10963,0.10953,0.1092,0.10897,0.1085,0.1081,0.10754,0.10694,0.10641,0.10561,0.1049,0.10383,0.09944,0.09467,0.08966,0.08453,0.07937,0.07437
ERI17468,Non-endemic,0.00395,0.00388,0.00389,0.00382,0.00375,0.00365,0.00356,0.00343,0.00334,0.00322,0.00304,0.00285,0.00262,0.00238,0.00215,0.00196,0.00173,0.00154,0.00145,0.00136,0.00127,0.00051,0.00051,5E-04,5E-04,0.00051,5E-04,0.00051,5E-04,5E-04,0.00051,0.00051,0.00051,0.00051,0.00051,0.00051,5E-04,5E-04,0.00051,0.00051,0.00051,5E-04,0.01602,0.01573,0.01565,0.01615,0.01551,0.01475,0.01438,0.01371,0.0131,0.01229,0.01116,0.01018,0.009,0.00798,0.00699,0.00603,0.00511,0.00424,0.00428,0.0042,0.00408
ERI17449,Non-endemic,0.00333,0.00328,0.00326,0.00324,0.00319,0.00314,0.0031,0.00304,0.00299,0.00291,0.0028,0.00266,0.00249,0.00231,0.00212,0.00196,0.00181,0.00165,0.00154,0.00144,0.00133,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.01189,0.01155,0.01139,0.01118,0.01099,0.01077,0.01038,0.01006,0.00979,0.00936,0.009,0.00836,0.00778,0.00695,0.00622,0.00554,0.00486,0.00429,0.00419,0.00398,0.00383
ERI17457,Non-endemic,0.0041,0.00403,0.00393,0.00387,0.00376,0.00368,0.00357,0.00348,0.00338,0.00324,0.00307,0.00288,0.00266,0.00244,0.00217,0.00197,0.0018,0.00158,0.00148,0.00137,0.00128,0.00047,0.00048,0.00048,0.00047,0.00047,0.00048,0.00048,0.00048,0.00047,0.00047,0.00048,0.00047,0.00048,0.00047,0.00047,0.00047,0.00047,0.00047,0.00047,0.00047,0.00047,0.01515,0.01493,0.01456,0.01407,0.01352,0.0136,0.01307,0.0125,0.01192,0.01102,0.01059,0.00989,0.0088,0.00776,0.00683,0.00609,0.00521,0.00414,0.00411,0.0039,0.00374
NER35320,Requiring PC,0.01797,0.01792,0.01785,0.01779,0.01769,0.0176,0.01752,0.01742,0.012,0.01114,0.00803,0.00587,0.00544,0.00389,0.00279,0.00201,0.00129,0.00125,0.0012,0.00115,0.0011,0.00283,0.00285,0.00285,0.00285,0.00285,0.00284,0.00286,0.00284,0.00199,0.00183,0.00127,0.00091,0.00083,0.00061,0.00046,0.00038,0.00031,3E-04,3E-04,0.00029,0.00029,0.05308,0.05276,0.0525,0.05222,0.05189,0.05166,0.05141,0.05117,0.03684,0.03473,0.02645,0.02041,0.01965,0.01507,0.01166,0.00926,0.00664,0.00679,0.00691,0.00695,0.00699
SEN40205,Requiring PC,0.08859,0.08866,0.08868,0.08871,0.08869,0.0887,0.0887,0.08863,0.06382,0.04823,0.03558,0.03523,0.03474,0.03406,0.03049,0.02895,0.02627,0.02332,0.0153,0.01031,0.00991,0.02501,0.02519,0.02552,0.02562,0.02578,0.0258,0.02586,0.02588,0.01626,0.0108,0.00682,0.00641,0.00603,0.0056,0.00473,0.00426,0.00353,0.00297,0.00164,0.00093,0.00083,0.20527,0.20512,0.20478,0.20482,0.20443,0.20413,0.2039,0.20386,0.1616,0.13131,0.10375,0.10434,0.10459,0.10468,0.09541,0.09202,0.08535,0.07751,0.05438,0.03944,0.03866
BFA05369,Under surveillance,0.07639,0.07633,0.07636,0.07639,0.07643,0.07643,0.05092,0.03696,0.02785,0.02112,0.0158,0.01578,0.01052,0.00722,0.00487,0.00472,0.00448,0.00423,0.00396,0.00383,0.00358,0.01822,0.01862,0.01896,0.01926,0.01967,0.01994,0.01271,0.00813,0.00505,0.00292,0.00175,0.0016,0.00095,0.00076,0.00072,0.00072,0.00072,0.00072,0.00071,0.00071,0.00071,0.19801,0.19791,0.19754,0.19774,0.19742,0.19763,0.14284,0.11101,0.08963,0.07356,0.06034,0.06564,0.05036,0.04036,0.03033,0.03033,0.03017,0.02979,0.02924,0.03034,0.02972
ERI17442,Non-endemic,0.00344,0.0034,0.00336,0.00331,0.00326,0.0032,0.00317,0.0031,0.00303,0.00293,0.00282,0.00267,0.00251,0.00231,0.00212,0.00194,0.00178,0.00161,0.00152,0.00141,0.00131,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.01217,0.01163,0.01166,0.01147,0.01161,0.01142,0.01106,0.0106,0.01034,0.00988,0.00931,0.00884,0.00811,0.00708,0.00632,0.00552,0.00488,0.00425,0.00418,0.00399,0.00388
ERI17440,Non-endemic,0.00365,0.00358,0.00355,0.00351,0.00346,0.00339,0.00333,0.00326,0.00318,0.00309,0.00295,0.00277,0.00259,0.00237,0.00216,0.00196,0.00178,0.00159,0.00149,0.00139,0.00129,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.00032,0.00032,0.00032,0.00032,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,0.01398,0.01361,0.01335,0.01333,0.01328,0.01281,0.01231,0.01186,0.01148,0.01093,0.01018,0.00926,0.00855,0.00748,0.0066,0.00576,0.00506,0.00429,0.00421,0.0041,0.00396
SEN40160,Requiring PC,0.01349,0.01345,0.01339,0.01332,0.01326,0.01319,0.0131,0.013,0.01287,0.0127,0.01231,0.01184,0.01129,0.01069,0.00997,0.00924,0.00599,0.0041,0.00284,0.00195,0.00131,0.00122,0.00123,0.00122,0.00122,0.00121,0.00122,0.00121,0.00121,0.0012,0.0012,0.0012,0.00117,0.00112,0.00109,0.00103,0.00096,0.00061,0.00037,0.00023,0.00017,0.00014,0.04009,0.03991,0.0397,0.0393,0.0391,0.03883,0.03851,0.0382,0.03778,0.03731,0.03585,0.03425,0.03259,0.03081,0.02856,0.02631,0.01703,0.01196,0.00865,0.0062,0.00434
